event_id,title,category,city,description,price,capacity,date
545,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,447.39,773,2025-10-17
546,Education Fest 2024,education,Mumbai,A fantastic education event in Mumbai.,347.02,707,2025-09-16
547,Spiritual Fest 2025,spiritual,Ahmedabad,A fantastic spiritual event in Ahmedabad.,1727.33,195,2025-06-28
548,Food Fest 2024,food,Pune,A fantastic food event in Pune.,1119.47,114,2025-08-15
549,Spiritual Fest 2025,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,173.93,501,2025-09-10
550,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,1655.83,523,2025-11-07
551,Spiritual Fest 2025,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,671.81,606,2025-09-20
552,Education Fest 2025,education,Hyderabad,A fantastic education event in Hyderabad.,242.05,386,2025-07-10
553,Sports Fest 2025,sports,Jaipur,A fantastic sports event in Jaipur.,840.07,889,2025-12-10
554,Entertainment Fest 2024,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1819.97,620,2025-11-01
555,Sports Fest 2024,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,688.66,609,2025-11-18
556,Food Fest 2024,food,Hyderabad,A fantastic food event in Hyderabad.,442.45,146,2025-11-03
557,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,1430.25,308,2025-08-03
558,Spiritual Fest 2024,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,1920.49,618,2025-11-27
559,Spiritual Fest 2025,spiritual,Mumbai,A fantastic spiritual event in Mumbai.,661.78,323,2025-08-22
560,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1241.8,720,2025-08-29
561,Business Fest 2025,business,Delhi,A fantastic business event in Delhi.,1999.83,526,2025-08-31
562,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,302.13,840,2025-11-06
563,Technology Fest 2024,technology,Bangalore,A fantastic technology event in Bangalore.,1104.43,454,2025-07-21
564,Business Fest 2024,business,Bangalore,A fantastic business event in Bangalore.,632.57,695,2025-11-07
565,Spiritual Fest 2024,spiritual,Mumbai,A fantastic spiritual event in Mumbai.,1497.72,576,2025-11-20
566,Food Fest 2025,food,Ahmedabad,A fantastic food event in Ahmedabad.,827.37,720,2025-08-29
567,Cultural Fest 2025,cultural,Delhi,A fantastic cultural event in Delhi.,510.27,991,2025-10-22
568,Spiritual Fest 2024,spiritual,Delhi,A fantastic spiritual event in Delhi.,341.63,480,2025-10-13
569,Education Fest 2024,education,Jaipur,A fantastic education event in Jaipur.,774.67,589,2025-06-29
570,Sports Fest 2024,sports,Lucknow,A fantastic sports event in Lucknow.,904.71,667,2025-09-24
571,Education Fest 2025,education,Bangalore,A fantastic education event in Bangalore.,567.11,394,2025-10-30
572,Technology Fest 2025,technology,Pune,A fantastic technology event in Pune.,1270.93,536,2025-10-08
573,Spiritual Fest 2025,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,912.44,197,2025-08-20
574,Cultural Fest 2024,cultural,Lucknow,A fantastic cultural event in Lucknow.,1915.77,474,2025-12-07
575,Education Fest 2025,education,Pune,A fantastic education event in Pune.,176.66,415,2025-08-18
576,Cultural Fest 2025,cultural,Lucknow,A fantastic cultural event in Lucknow.,787.95,407,2025-10-04
577,Cultural Fest 2024,cultural,Mumbai,A fantastic cultural event in Mumbai.,489.79,712,2025-10-19
578,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,716.53,278,2025-09-07
579,Entertainment Fest 2024,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,1209.01,796,2025-07-29
580,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,810.99,347,2025-11-04
581,Business Fest 2024,business,Bangalore,A fantastic business event in Bangalore.,1766.99,242,2025-09-09
582,Sports Fest 2024,sports,Jaipur,A fantastic sports event in Jaipur.,569.3,694,2025-09-17
583,Spiritual Fest 2024,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,485.89,587,2025-12-08
584,Spiritual Fest 2025,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,1068.53,748,2025-06-30
585,Business Fest 2025,business,Kolkata,A fantastic business event in Kolkata.,1284.81,187,2025-08-13
586,Spiritual Fest 2025,spiritual,Chennai,A fantastic spiritual event in Chennai.,142.72,164,2025-08-16
587,Sports Fest 2024,sports,Mumbai,A fantastic sports event in Mumbai.,984.19,271,2025-10-13
588,Sports Fest 2024,sports,Bangalore,A fantastic sports event in Bangalore.,555.17,901,2025-09-09
589,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,946.03,124,2025-08-31
590,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,223.97,321,2025-10-23
591,Education Fest 2024,education,Pune,A fantastic education event in Pune.,790.01,596,2025-08-05
592,Cultural Fest 2024,cultural,Mumbai,A fantastic cultural event in Mumbai.,849.99,188,2025-07-19
593,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,577.66,841,2025-11-08
594,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,1213.66,174,2025-08-07
595,Technology Fest 2024,technology,Chennai,A fantastic technology event in Chennai.,1721.26,85,2025-07-25
596,Business Fest 2025,business,Delhi,A fantastic business event in Delhi.,1681.16,884,2025-09-05
597,Business Fest 2024,business,Mumbai,A fantastic business event in Mumbai.,951.39,96,2025-10-11
598,Cultural Fest 2025,cultural,Ahmedabad,A fantastic cultural event in Ahmedabad.,1290.15,79,2025-08-01
599,Food Fest 2024,food,Ahmedabad,A fantastic food event in Ahmedabad.,1781.39,124,2025-09-19
600,Education Fest 2025,education,Ahmedabad,A fantastic education event in Ahmedabad.,790.14,237,2025-08-29
601,Business Fest 2024,business,Mumbai,A fantastic business event in Mumbai.,350.62,326,2025-11-17
602,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,219.68,579,2025-08-19
603,Food Fest 2025,food,Chennai,A fantastic food event in Chennai.,1103.52,324,2025-11-20
604,Spiritual Fest 2024,spiritual,Mumbai,A fantastic spiritual event in Mumbai.,220.24,608,2025-11-05
605,Food Fest 2025,food,Mumbai,A fantastic food event in Mumbai.,596.32,429,2025-11-12
606,Spiritual Fest 2024,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,394.15,160,2025-07-28
607,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,710.33,489,2025-08-23
608,Technology Fest 2024,technology,Hyderabad,A fantastic technology event in Hyderabad.,1626.33,274,2025-12-12
609,Food Fest 2025,food,Jaipur,A fantastic food event in Jaipur.,1528.38,960,2025-09-19
610,Entertainment Fest 2025,entertainment,Chennai,A fantastic entertainment event in Chennai.,955.5,887,2025-07-29
611,Entertainment Fest 2025,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,757.81,514,2025-11-05
612,Education Fest 2025,education,Mumbai,A fantastic education event in Mumbai.,960.23,522,2025-09-05
613,Business Fest 2024,business,Kolkata,A fantastic business event in Kolkata.,1574.05,499,2025-08-14
614,Food Fest 2025,food,Kolkata,A fantastic food event in Kolkata.,525.81,910,2025-07-07
615,Spiritual Fest 2025,spiritual,Delhi,A fantastic spiritual event in Delhi.,255.28,783,2025-08-21
616,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,1034.5,743,2025-12-20
617,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,1100.5,202,2025-06-27
618,Cultural Fest 2025,cultural,Pune,A fantastic cultural event in Pune.,1299.76,928,2025-10-16
619,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,162.73,403,2025-10-02
620,Education Fest 2024,education,Kolkata,A fantastic education event in Kolkata.,1879.84,337,2025-08-08
621,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,138.6,542,2025-08-02
622,Sports Fest 2024,sports,Delhi,A fantastic sports event in Delhi.,499.35,765,2025-07-10
623,Sports Fest 2024,sports,Bangalore,A fantastic sports event in Bangalore.,571.92,520,2025-07-30
624,Sports Fest 2025,sports,Pune,A fantastic sports event in Pune.,1971.86,991,2025-11-15
625,Entertainment Fest 2025,entertainment,Ahmedabad,A fantastic entertainment event in Ahmedabad.,616.07,440,2025-09-24
626,Entertainment Fest 2024,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,288.43,616,2025-09-20
627,Spiritual Fest 2024,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,1420.16,624,2025-08-18
628,Education Fest 2024,education,Mumbai,A fantastic education event in Mumbai.,911.82,394,2025-11-04
629,Spiritual Fest 2024,spiritual,Pune,A fantastic spiritual event in Pune.,1234.95,686,2025-12-05
630,Education Fest 2024,education,Bangalore,A fantastic education event in Bangalore.,1534.62,886,2025-08-27
631,Technology Fest 2025,technology,Hyderabad,A fantastic technology event in Hyderabad.,1142.64,270,2025-06-26
632,Education Fest 2025,education,Mumbai,A fantastic education event in Mumbai.,164.22,181,2025-07-14
633,Entertainment Fest 2024,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,664.91,837,2025-12-01
634,Spiritual Fest 2025,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,1703.73,709,2025-11-15
635,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,1807.75,179,2025-06-25
636,Sports Fest 2025,sports,Hyderabad,A fantastic sports event in Hyderabad.,1200.67,238,2025-06-24
637,Entertainment Fest 2024,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,1032.06,508,2025-10-02
638,Spiritual Fest 2025,spiritual,Chennai,A fantastic spiritual event in Chennai.,1910.1,729,2025-12-05
639,Spiritual Fest 2025,spiritual,Chennai,A fantastic spiritual event in Chennai.,1833.02,175,2025-09-11
640,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,1843.26,562,2025-08-19
641,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,790.8,839,2025-10-15
642,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,1916.73,329,2025-09-24
643,Food Fest 2025,food,Mumbai,A fantastic food event in Mumbai.,722.38,87,2025-09-18
644,Technology Fest 2024,technology,Jaipur,A fantastic technology event in Jaipur.,1190.7,516,2025-10-12
645,Business Fest 2024,business,Pune,A fantastic business event in Pune.,788.87,189,2025-08-31
646,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,379.14,955,2025-07-23
647,Spiritual Fest 2024,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,765.43,65,2025-08-30
648,Sports Fest 2025,sports,Hyderabad,A fantastic sports event in Hyderabad.,748.02,465,2025-10-08
649,Technology Fest 2025,technology,Mumbai,A fantastic technology event in Mumbai.,1498.5,340,2025-11-23
650,Entertainment Fest 2024,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,866.13,142,2025-08-24
651,Education Fest 2025,education,Lucknow,A fantastic education event in Lucknow.,544.64,510,2025-10-30
652,Education Fest 2025,education,Bangalore,A fantastic education event in Bangalore.,830.49,255,2025-09-28
653,Technology Fest 2025,technology,Kolkata,A fantastic technology event in Kolkata.,895.71,256,2025-08-08
654,Entertainment Fest 2025,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,1059.48,484,2025-11-10
655,Cultural Fest 2024,cultural,Delhi,A fantastic cultural event in Delhi.,1336.76,622,2025-07-13
656,Education Fest 2025,education,Pune,A fantastic education event in Pune.,768.97,958,2025-10-19
657,Food Fest 2025,food,Mumbai,A fantastic food event in Mumbai.,1072.25,52,2025-08-23
658,Food Fest 2024,food,Mumbai,A fantastic food event in Mumbai.,1053.19,216,2025-11-18
659,Business Fest 2024,business,Ahmedabad,A fantastic business event in Ahmedabad.,1417.23,782,2025-10-11
660,Entertainment Fest 2025,entertainment,Delhi,A fantastic entertainment event in Delhi.,586.5,931,2025-06-27
661,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,712.54,251,2025-12-09
662,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,928.64,620,2025-10-26
663,Sports Fest 2025,sports,Hyderabad,A fantastic sports event in Hyderabad.,1590.28,234,2025-07-30
664,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,527.36,254,2025-09-05
665,Business Fest 2025,business,Mumbai,A fantastic business event in Mumbai.,1070.36,962,2025-09-10
666,Business Fest 2024,business,Delhi,A fantastic business event in Delhi.,1825.6,218,2025-07-11
667,Sports Fest 2024,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,965.86,313,2025-11-15
668,Education Fest 2025,education,Pune,A fantastic education event in Pune.,1501.0,596,2025-07-15
669,Education Fest 2024,education,Chennai,A fantastic education event in Chennai.,622.02,198,2025-07-26
670,Food Fest 2024,food,Pune,A fantastic food event in Pune.,1314.67,949,2025-06-25
671,Sports Fest 2025,sports,Pune,A fantastic sports event in Pune.,1620.74,988,2025-08-23
672,Sports Fest 2024,sports,Jaipur,A fantastic sports event in Jaipur.,698.13,884,2025-10-27
673,Education Fest 2024,education,Pune,A fantastic education event in Pune.,1336.01,320,2025-09-15
674,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,943.09,971,2025-09-25
675,Sports Fest 2025,sports,Lucknow,A fantastic sports event in Lucknow.,1961.43,511,2025-08-15
676,Sports Fest 2025,sports,Bangalore,A fantastic sports event in Bangalore.,1100.33,190,2025-10-14
677,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,437.63,906,2025-06-26
678,Business Fest 2024,business,Pune,A fantastic business event in Pune.,624.85,617,2025-07-27
679,Education Fest 2024,education,Pune,A fantastic education event in Pune.,1901.74,997,2025-09-25
680,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,269.72,395,2025-07-19
681,Business Fest 2024,business,Kolkata,A fantastic business event in Kolkata.,1893.81,747,2025-11-26
682,Sports Fest 2025,sports,Bangalore,A fantastic sports event in Bangalore.,567.96,211,2025-09-25
683,Food Fest 2025,food,Jaipur,A fantastic food event in Jaipur.,615.07,229,2025-08-16
684,Technology Fest 2025,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,963.17,316,2025-11-09
685,Business Fest 2024,business,Ahmedabad,A fantastic business event in Ahmedabad.,190.58,589,2025-09-17
686,Business Fest 2025,business,Delhi,A fantastic business event in Delhi.,817.28,888,2025-11-21
687,Cultural Fest 2024,cultural,Jaipur,A fantastic cultural event in Jaipur.,202.37,939,2025-08-10
688,Technology Fest 2024,technology,Bangalore,A fantastic technology event in Bangalore.,1925.86,487,2025-09-18
689,Technology Fest 2024,technology,Pune,A fantastic technology event in Pune.,1340.14,255,2025-07-25
690,Sports Fest 2024,sports,Chennai,A fantastic sports event in Chennai.,150.73,170,2025-07-04
691,Technology Fest 2025,technology,Mumbai,A fantastic technology event in Mumbai.,1484.13,171,2025-09-28
692,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,525.62,509,2025-07-09
693,Entertainment Fest 2024,entertainment,Pune,A fantastic entertainment event in Pune.,1715.77,115,2025-08-03
694,Spiritual Fest 2025,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,1494.73,671,2025-10-13
695,Sports Fest 2025,sports,Chennai,A fantastic sports event in Chennai.,1835.85,803,2025-07-25
696,Spiritual Fest 2024,spiritual,Ahmedabad,A fantastic spiritual event in Ahmedabad.,389.43,326,2025-06-27
697,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,1876.03,602,2025-10-18
698,Spiritual Fest 2025,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,714.45,763,2025-11-12
699,Education Fest 2024,education,Lucknow,A fantastic education event in Lucknow.,289.15,459,2025-12-14
700,Education Fest 2025,education,Chennai,A fantastic education event in Chennai.,1405.64,745,2025-08-17
701,Spiritual Fest 2025,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,1103.63,592,2025-10-03
702,Spiritual Fest 2025,spiritual,Chennai,A fantastic spiritual event in Chennai.,1039.05,731,2025-10-28
703,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,242.29,772,2025-09-18
704,Food Fest 2025,food,Kolkata,A fantastic food event in Kolkata.,603.35,877,2025-11-07
705,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1691.63,417,2025-09-22
706,Entertainment Fest 2024,entertainment,Pune,A fantastic entertainment event in Pune.,1290.18,537,2025-08-25
707,Business Fest 2025,business,Ahmedabad,A fantastic business event in Ahmedabad.,621.07,276,2025-08-12
708,Entertainment Fest 2025,entertainment,Jaipur,A fantastic entertainment event in Jaipur.,652.83,173,2025-09-30
709,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,166.54,794,2025-08-06
710,Business Fest 2024,business,Kolkata,A fantastic business event in Kolkata.,691.57,233,2025-10-14
711,Entertainment Fest 2025,entertainment,Chennai,A fantastic entertainment event in Chennai.,677.58,466,2025-12-03
712,Sports Fest 2024,sports,Jaipur,A fantastic sports event in Jaipur.,441.82,892,2025-08-08
713,Spiritual Fest 2025,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,1995.89,678,2025-08-11
714,Education Fest 2024,education,Chennai,A fantastic education event in Chennai.,1659.08,466,2025-11-25
715,Technology Fest 2025,technology,Pune,A fantastic technology event in Pune.,1333.89,745,2025-10-18
716,Sports Fest 2024,sports,Bangalore,A fantastic sports event in Bangalore.,1117.89,152,2025-09-30
717,Technology Fest 2024,technology,Lucknow,A fantastic technology event in Lucknow.,1842.49,684,2025-07-03
718,Business Fest 2024,business,Kolkata,A fantastic business event in Kolkata.,1011.6,324,2025-07-26
719,Food Fest 2024,food,Pune,A fantastic food event in Pune.,1739.68,319,2025-07-01
720,Food Fest 2025,food,Hyderabad,A fantastic food event in Hyderabad.,908.63,832,2025-09-07
721,Education Fest 2024,education,Bangalore,A fantastic education event in Bangalore.,445.0,123,2025-11-15
722,Cultural Fest 2025,cultural,Kolkata,A fantastic cultural event in Kolkata.,1141.69,518,2025-12-20
723,Entertainment Fest 2025,entertainment,Bangalore,A fantastic entertainment event in Bangalore.,382.53,831,2025-12-02
724,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1535.6,925,2025-12-04
725,Entertainment Fest 2024,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,1990.18,105,2025-07-19
726,Education Fest 2024,education,Ahmedabad,A fantastic education event in Ahmedabad.,530.05,692,2025-10-20
727,Spiritual Fest 2024,spiritual,Kolkata,A fantastic spiritual event in Kolkata.,1824.68,270,2025-11-10
728,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,1814.2,881,2025-08-22
729,Technology Fest 2024,technology,Hyderabad,A fantastic technology event in Hyderabad.,1017.33,971,2025-11-10
730,Spiritual Fest 2025,spiritual,Jaipur,A fantastic spiritual event in Jaipur.,694.94,211,2025-09-03
731,Sports Fest 2025,sports,Jaipur,A fantastic sports event in Jaipur.,1243.16,934,2025-10-16
732,Entertainment Fest 2024,entertainment,Chennai,A fantastic entertainment event in Chennai.,1281.87,61,2025-08-05
733,Food Fest 2025,food,Lucknow,A fantastic food event in Lucknow.,126.18,576,2025-12-19
734,Cultural Fest 2024,cultural,Delhi,A fantastic cultural event in Delhi.,1630.17,274,2025-08-02
735,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,1332.35,335,2025-08-22
736,Cultural Fest 2025,cultural,Chennai,A fantastic cultural event in Chennai.,1194.99,283,2025-11-25
737,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,596.07,787,2025-10-02
738,Spiritual Fest 2025,spiritual,Pune,A fantastic spiritual event in Pune.,1144.22,308,2025-08-14
739,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,1602.25,245,2025-09-20
740,Food Fest 2025,food,Lucknow,A fantastic food event in Lucknow.,1518.53,611,2025-07-22
741,Sports Fest 2024,sports,Lucknow,A fantastic sports event in Lucknow.,1614.33,133,2025-10-15
742,Spiritual Fest 2025,spiritual,Pune,A fantastic spiritual event in Pune.,1243.29,369,2025-09-23
743,Cultural Fest 2025,cultural,Mumbai,A fantastic cultural event in Mumbai.,1036.31,278,2025-10-12
744,Business Fest 2024,business,Delhi,A fantastic business event in Delhi.,634.39,832,2025-07-04
745,Spiritual Fest 2025,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,1918.68,245,2025-08-25
746,Education Fest 2024,education,Kolkata,A fantastic education event in Kolkata.,954.0,652,2025-09-25
747,Business Fest 2025,business,Ahmedabad,A fantastic business event in Ahmedabad.,1046.98,380,2025-12-04
748,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,1412.02,507,2025-08-13
749,Cultural Fest 2025,cultural,Mumbai,A fantastic cultural event in Mumbai.,234.86,177,2025-12-11
750,Spiritual Fest 2024,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,1024.52,814,2025-10-21
751,Food Fest 2024,food,Kolkata,A fantastic food event in Kolkata.,802.64,456,2025-10-17
752,Technology Fest 2024,technology,Jaipur,A fantastic technology event in Jaipur.,1922.86,73,2025-09-01
753,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,979.14,322,2025-08-08
754,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,1936.16,583,2025-09-27
755,Food Fest 2025,food,Chennai,A fantastic food event in Chennai.,1338.05,323,2025-09-12
756,Cultural Fest 2025,cultural,Pune,A fantastic cultural event in Pune.,647.24,204,2025-09-30
757,Technology Fest 2025,technology,Bangalore,A fantastic technology event in Bangalore.,1326.91,214,2025-08-14
758,Sports Fest 2025,sports,Delhi,A fantastic sports event in Delhi.,240.57,822,2025-08-14
759,Cultural Fest 2025,cultural,Delhi,A fantastic cultural event in Delhi.,266.15,74,2025-12-15
760,Spiritual Fest 2025,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,804.92,601,2025-07-02
761,Cultural Fest 2024,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,676.93,444,2025-08-18
762,Entertainment Fest 2025,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,504.48,882,2025-10-24
763,Entertainment Fest 2024,entertainment,Delhi,A fantastic entertainment event in Delhi.,781.67,612,2025-10-10
764,Food Fest 2024,food,Lucknow,A fantastic food event in Lucknow.,359.28,955,2025-10-25
765,Cultural Fest 2025,cultural,Delhi,A fantastic cultural event in Delhi.,1811.75,136,2025-11-18
766,Spiritual Fest 2024,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,1955.46,613,2025-11-29
767,Sports Fest 2025,sports,Delhi,A fantastic sports event in Delhi.,1849.63,187,2025-11-08
768,Cultural Fest 2025,cultural,Pune,A fantastic cultural event in Pune.,1646.61,923,2025-11-24
769,Business Fest 2025,business,Pune,A fantastic business event in Pune.,517.03,111,2025-07-24
770,Sports Fest 2024,sports,Bangalore,A fantastic sports event in Bangalore.,196.09,757,2025-09-11
771,Business Fest 2024,business,Ahmedabad,A fantastic business event in Ahmedabad.,1547.8,510,2025-10-01
772,Technology Fest 2024,technology,Chennai,A fantastic technology event in Chennai.,1258.35,662,2025-08-23
773,Cultural Fest 2025,cultural,Bangalore,A fantastic cultural event in Bangalore.,1962.33,947,2025-12-19
774,Food Fest 2025,food,Kolkata,A fantastic food event in Kolkata.,606.21,627,2025-11-12
775,Sports Fest 2024,sports,Hyderabad,A fantastic sports event in Hyderabad.,457.98,627,2025-09-29
776,Food Fest 2025,food,Delhi,A fantastic food event in Delhi.,1932.3,538,2025-07-10
777,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,1660.7,628,2025-07-06
778,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,1957.59,413,2025-10-17
779,Technology Fest 2025,technology,Delhi,A fantastic technology event in Delhi.,1261.0,977,2025-09-25
780,Sports Fest 2024,sports,Mumbai,A fantastic sports event in Mumbai.,1677.84,922,2025-07-31
781,Entertainment Fest 2025,entertainment,Hyderabad,A fantastic entertainment event in Hyderabad.,337.71,766,2025-12-01
782,Entertainment Fest 2024,entertainment,Kolkata,A fantastic entertainment event in Kolkata.,529.87,317,2025-07-08
783,Business Fest 2025,business,Lucknow,A fantastic business event in Lucknow.,1594.14,145,2025-07-08
784,Cultural Fest 2024,cultural,Chennai,A fantastic cultural event in Chennai.,1590.43,483,2025-07-16
785,Entertainment Fest 2024,entertainment,Lucknow,A fantastic entertainment event in Lucknow.,748.93,621,2025-12-04
786,Technology Fest 2024,technology,Mumbai,A fantastic technology event in Mumbai.,1165.8,285,2025-09-10
787,Cultural Fest 2024,cultural,Kolkata,A fantastic cultural event in Kolkata.,371.64,660,2025-08-30
788,Business Fest 2024,business,Bangalore,A fantastic business event in Bangalore.,826.01,703,2025-08-18
789,Food Fest 2024,food,Bangalore,A fantastic food event in Bangalore.,190.17,629,2025-12-16
790,Business Fest 2025,business,Pune,A fantastic business event in Pune.,139.29,861,2025-10-11
791,Cultural Fest 2025,cultural,Hyderabad,A fantastic cultural event in Hyderabad.,902.69,78,2025-07-08
792,Technology Fest 2025,technology,Jaipur,A fantastic technology event in Jaipur.,266.53,732,2025-09-22
793,Sports Fest 2024,sports,Chennai,A fantastic sports event in Chennai.,1909.21,446,2025-11-30
794,Food Fest 2025,food,Ahmedabad,A fantastic food event in Ahmedabad.,676.42,823,2025-07-16
795,Technology Fest 2024,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,1074.87,935,2025-08-02
796,Technology Fest 2024,technology,Delhi,A fantastic technology event in Delhi.,223.49,114,2025-11-01
797,Spiritual Fest 2025,spiritual,Bangalore,A fantastic spiritual event in Bangalore.,132.91,228,2025-12-13
798,Technology Fest 2025,technology,Pune,A fantastic technology event in Pune.,1809.97,161,2025-11-27
799,Sports Fest 2024,sports,Hyderabad,A fantastic sports event in Hyderabad.,441.76,488,2025-09-13
800,Food Fest 2025,food,Bangalore,A fantastic food event in Bangalore.,1816.32,982,2025-09-28
801,Sports Fest 2025,sports,Ahmedabad,A fantastic sports event in Ahmedabad.,1014.54,553,2025-06-25
802,Spiritual Fest 2024,spiritual,Lucknow,A fantastic spiritual event in Lucknow.,1748.53,164,2025-08-03
803,Spiritual Fest 2024,spiritual,Chennai,A fantastic spiritual event in Chennai.,1377.57,831,2025-11-16
804,Technology Fest 2025,technology,Ahmedabad,A fantastic technology event in Ahmedabad.,1240.93,409,2025-10-25
805,Education Fest 2024,education,Delhi,A fantastic education event in Delhi.,1411.75,367,2025-11-16
806,Sports Fest 2024,sports,Jaipur,A fantastic sports event in Jaipur.,781.87,681,2025-11-09
807,Entertainment Fest 2024,entertainment,Mumbai,A fantastic entertainment event in Mumbai.,1217.21,88,2025-12-14
808,Business Fest 2024,business,Chennai,A fantastic business event in Chennai.,605.86,105,2025-10-30
809,Sports Fest 2024,sports,Lucknow,A fantastic sports event in Lucknow.,1687.86,982,2025-07-08
810,Spiritual Fest 2025,spiritual,Chennai,A fantastic spiritual event in Chennai.,412.16,675,2025-07-19
811,Business Fest 2025,business,Lucknow,A fantastic business event in Lucknow.,1580.51,458,2025-08-16
812,Technology Fest 2024,technology,Pune,A fantastic technology event in Pune.,278.81,883,2025-09-14
813,Education Fest 2024,education,Kolkata,A fantastic education event in Kolkata.,1600.19,652,2025-10-18
814,Cultural Fest 2024,cultural,Kolkata,A fantastic cultural event in Kolkata.,292.63,130,2025-07-09
815,Education Fest 2024,education,Mumbai,A fantastic education event in Mumbai.,485.47,604,2025-09-14
816,Technology Fest 2024,technology,Hyderabad,A fantastic technology event in Hyderabad.,320.42,616,2025-07-24
817,Spiritual Fest 2025,spiritual,Hyderabad,A fantastic spiritual event in Hyderabad.,612.23,606,2025-07-14
818,Sports Fest 2024,sports,Hyderabad,A fantastic sports event in Hyderabad.,914.74,746,2025-10-02
